1	2	3	4	5	6	7	8
NonRel	patients with hematologic malignancies status [s1] post allogeneic sct [e1] without evidence of disease relapse , active gvhd or history of more than stage i skin acute gvhd	patients with hematologic malignancies status post allogeneic sct without evidence of disease relapse , active [s2] gvhd [e2] or history of more than stage i skin acute gvhd	treatment	chronic_disease	2027_1	2027_2	2027.0
NonRel	patients with hematologic malignancies status post allogeneic sct without evidence of disease relapse , active [s1] gvhd [e1] or history of more than stage i skin acute gvhd	patients with hematologic malignancies status post allogeneic sct without evidence of disease relapse , active gvhd or history of more than stage i [s2] skin acute gvhd [e2]	chronic_disease	chronic_disease	2027_2	2027_4	2027.0
NonRel	[s1] refractory acute myelogenous or lymphoid leukemia [e1] relapsed acute myelogenous or lymphoid leukemia myelodysplastic syndromes with @NUMBER % or more blasts chronic myelogenous leukemia in chronic phase @NUMBER or more , blast phase presently , or second accelerated phase , recurrent or refractory malignant lymphoma or hodgkin 's disease with less than a partial response at transplant high risk chronic lymphocytic leukemia defined as no response or stable disease to the most recent treatment regimen	refractory acute myelogenous or lymphoid leukemia [s2] relapsed acute myelogenous or lymphoid leukemia [e2] myelodysplastic syndromes with @NUMBER % or more blasts chronic myelogenous leukemia in chronic phase @NUMBER or more , blast phase presently , or second accelerated phase , recurrent or refractory malignant lymphoma or hodgkin 's disease with less than a partial response at transplant high risk chronic lymphocytic leukemia defined as no response or stable disease to the most recent treatment regimen	cancer	cancer	2028_0	2028_1	2028.0
NonRel	refractory acute myelogenous or lymphoid leukemia [s1] relapsed acute myelogenous or lymphoid leukemia [e1] myelodysplastic syndromes with @NUMBER % or more blasts chronic myelogenous leukemia in chronic phase @NUMBER or more , blast phase presently , or second accelerated phase , recurrent or refractory malignant lymphoma or hodgkin 's disease with less than a partial response at transplant high risk chronic lymphocytic leukemia defined as no response or stable disease to the most recent treatment regimen	refractory acute myelogenous or lymphoid leukemia relapsed acute myelogenous or lymphoid leukemia [s2] myelodysplastic syndromes [e2] with @NUMBER % or more blasts chronic myelogenous leukemia in chronic phase @NUMBER or more , blast phase presently , or second accelerated phase , recurrent or refractory malignant lymphoma or hodgkin 's disease with less than a partial response at transplant high risk chronic lymphocytic leukemia defined as no response or stable disease to the most recent treatment regimen	cancer	cancer	2028_1	2028_2	2028.0
NonRel	refractory acute myelogenous or lymphoid leukemia relapsed acute myelogenous or lymphoid leukemia [s1] myelodysplastic syndromes [e1] with @NUMBER % or more blasts chronic myelogenous leukemia in chronic phase @NUMBER or more , blast phase presently , or second accelerated phase , recurrent or refractory malignant lymphoma or hodgkin 's disease with less than a partial response at transplant high risk chronic lymphocytic leukemia defined as no response or stable disease to the most recent treatment regimen	refractory acute myelogenous or lymphoid leukemia relapsed acute myelogenous or lymphoid leukemia myelodysplastic syndromes with @NUMBER % or more blasts [s2] chronic myelogenous leukemia [e2] in chronic phase @NUMBER or more , blast phase presently , or second accelerated phase , recurrent or refractory malignant lymphoma or hodgkin 's disease with less than a partial response at transplant high risk chronic lymphocytic leukemia defined as no response or stable disease to the most recent treatment regimen	cancer	cancer	2028_2	2028_3	2028.0
NonRel	refractory acute myelogenous or lymphoid leukemia relapsed acute myelogenous or lymphoid leukemia myelodysplastic syndromes with @NUMBER % or more blasts [s1] chronic myelogenous leukemia [e1] in chronic phase @NUMBER or more , blast phase presently , or second accelerated phase , recurrent or refractory malignant lymphoma or hodgkin 's disease with less than a partial response at transplant high risk chronic lymphocytic leukemia defined as no response or stable disease to the most recent treatment regimen	refractory acute myelogenous or lymphoid leukemia relapsed acute myelogenous or lymphoid leukemia myelodysplastic syndromes with @NUMBER % or more blasts chronic myelogenous leukemia in chronic phase @NUMBER or more , blast phase presently , or second accelerated phase , [s2] recurrent or refractory malignant lymphoma [e2] or hodgkin 's disease with less than a partial response at transplant high risk chronic lymphocytic leukemia defined as no response or stable disease to the most recent treatment regimen	cancer	cancer	2028_3	2028_5	2028.0
NonRel	refractory acute myelogenous or lymphoid leukemia relapsed acute myelogenous or lymphoid leukemia myelodysplastic syndromes with @NUMBER % or more blasts chronic myelogenous leukemia in chronic phase @NUMBER or more , blast phase presently , or second accelerated phase , [s1] recurrent or refractory malignant lymphoma [e1] or hodgkin 's disease with less than a partial response at transplant high risk chronic lymphocytic leukemia defined as no response or stable disease to the most recent treatment regimen	refractory acute myelogenous or lymphoid leukemia relapsed acute myelogenous or lymphoid leukemia myelodysplastic syndromes with @NUMBER % or more blasts chronic myelogenous leukemia in chronic phase @NUMBER or more , blast phase presently , or second accelerated phase , recurrent or refractory malignant lymphoma or [s2] hodgkin 's disease [e2] with less than a partial response at transplant high risk chronic lymphocytic leukemia defined as no response or stable disease to the most recent treatment regimen	cancer	cancer	2028_5	2028_6	2028.0
NonRel	refractory acute myelogenous or lymphoid leukemia relapsed acute myelogenous or lymphoid leukemia myelodysplastic syndromes with @NUMBER % or more blasts chronic myelogenous leukemia in chronic phase @NUMBER or more , blast phase presently , or second accelerated phase , recurrent or refractory malignant lymphoma or [s1] hodgkin 's disease [e1] with less than a partial response at transplant high risk chronic lymphocytic leukemia defined as no response or stable disease to the most recent treatment regimen	refractory acute myelogenous or lymphoid leukemia relapsed acute myelogenous or lymphoid leukemia myelodysplastic syndromes with @NUMBER % or more blasts chronic myelogenous leukemia in chronic phase @NUMBER or more , blast phase presently , or second accelerated phase , recurrent or refractory malignant lymphoma or hodgkin 's disease with less than a partial response at [s2] transplant [e2] high risk chronic lymphocytic leukemia defined as no response or stable disease to the most recent treatment regimen	cancer	treatment	2028_6	2028_7	2028.0
NonRel	refractory acute myelogenous or lymphoid leukemia relapsed acute myelogenous or lymphoid leukemia myelodysplastic syndromes with @NUMBER % or more blasts chronic myelogenous leukemia in chronic phase @NUMBER or more , blast phase presently , or second accelerated phase , recurrent or refractory malignant lymphoma or hodgkin 's disease with less than a partial response at [s1] transplant [e1] high risk chronic lymphocytic leukemia defined as no response or stable disease to the most recent treatment regimen	refractory acute myelogenous or lymphoid leukemia relapsed acute myelogenous or lymphoid leukemia myelodysplastic syndromes with @NUMBER % or more blasts chronic myelogenous leukemia in chronic phase @NUMBER or more , blast phase presently , or second accelerated phase , recurrent or refractory malignant lymphoma or hodgkin 's disease with less than a partial response at transplant high risk [s2] chronic lymphocytic leukemia [e2] defined as no response or stable disease to the most recent treatment regimen	treatment	cancer	2028_7	2028_8	2028.0
NonRel	refractory acute myelogenous or lymphoid leukemia relapsed acute myelogenous or lymphoid leukemia myelodysplastic syndromes with @NUMBER % or more blasts chronic myelogenous leukemia in chronic phase @NUMBER or more , blast phase presently , or second accelerated phase , recurrent or refractory malignant lymphoma or hodgkin 's disease with less than a partial response at transplant high risk [s1] chronic lymphocytic leukemia [e1] defined as no response or stable disease to the most recent treatment regimen	refractory acute myelogenous or lymphoid leukemia relapsed acute myelogenous or lymphoid leukemia myelodysplastic syndromes with @NUMBER % or more blasts chronic myelogenous leukemia in chronic phase @NUMBER or more , blast phase presently , or second accelerated phase , recurrent or refractory malignant lymphoma or hodgkin 's disease with less than a partial response at transplant high risk chronic lymphocytic leukemia defined as no response or stable disease to the most recent [s2] treatment regimen [e2]	cancer	treatment	2028_8	2028_9	2028.0
hasValue	[s1] serum creatinine [e1] ≤ 1.5× uln or	serum creatinine ≤ [s2] 1.5× uln [e2] or	clinical_variable	upper_bound	2029_0	2029_1	2029.0
NonRel	[s1] women [e1] of childbearing potential must have a negative serum or urine pregnancy test ( minimum sensitivity @NUMBER iu / l or equivalent units of hcg ) within @NUMBER hours prior to the start of nivolumab	women of childbearing potential must have a [s2] negative serum or urine pregnancy [e2] test ( minimum sensitivity @NUMBER iu / l or equivalent units of hcg ) within @NUMBER hours prior to the start of nivolumab	gender	pregnancy	2030_0	2030_1	2030.0
NonRel	women of childbearing potential must have a [s1] negative serum or urine pregnancy [e1] test ( minimum sensitivity @NUMBER iu / l or equivalent units of hcg ) within @NUMBER hours prior to the start of nivolumab	women of childbearing potential must have a negative serum or urine pregnancy test ( minimum sensitivity @NUMBER iu / l or equivalent units of [s2] hcg [e2] ) within @NUMBER hours prior to the start of nivolumab	pregnancy	clinical_variable	2030_1	2030_3	2030.0
NonRel	women of childbearing potential must have a negative serum or urine pregnancy test ( minimum sensitivity [s1] @NUMBER iu / l [e1] or equivalent units of hcg ) within @NUMBER hours prior to the start of nivolumab	women of childbearing potential must have a negative serum or urine pregnancy test ( minimum sensitivity @NUMBER iu / l or equivalent units of hcg ) within [s2] @NUMBER hours prior [e2] to the start of nivolumab	lower_bound	upper_bound	2030_2	2030_4	2030.0
NonRel	women of childbearing potential must have a negative serum or urine pregnancy test ( minimum sensitivity @NUMBER iu / l or equivalent units of [s1] hcg [e1] ) within @NUMBER hours prior to the start of nivolumab	women of childbearing potential must have a negative serum or urine pregnancy test ( minimum sensitivity @NUMBER iu / l or equivalent units of hcg ) within @NUMBER hours prior to the start of [s2] nivolumab [e2]	clinical_variable	treatment	2030_3	2030_5	2030.0
hasValue	[s1] absolute neutrophil count [e1] ≥ @NUMBER / mcl	absolute neutrophil count ≥ [s2] @NUMBER / mcl [e2]	clinical_variable	lower_bound	2031_0	2031_1	2031.0
hasValue	[s1] creatinine clearance ( crcl ) [e1] ≥ @NUMBER ml / min	creatinine clearance ( crcl ) ≥ [s2] @NUMBER ml / min [e2]	clinical_variable	lower_bound	2032_0	2032_1	2032.0
hasValue	[s1] leukocytes [e1] ≥ @NUMBER / mcl	leukocytes ≥ [s2] @NUMBER / mcl [e2]	clinical_variable	lower_bound	2033_0	2033_1	2033.0
hasValue	[s1] total bilirubin [e1] ≤ 1.5× institutional upper limit of normal ( uln )	total bilirubin ≤ [s2] 1.5× institutional upper limit of normal ( uln ) [e2]	clinical_variable	upper_bound	2034_0	2034_1	2034.0
NonRel	has a [s1] medical condition [e1] that precludes safe pursuit of gardening , i.e. , severe orthopedic conditions , pending hip / knee replacement ( within @NUMBER mo . @NUMBER mo . ) , paralysis , dementia , blindness , untreated stage @NUMBER hypertension , or myocardial infarction , congestive heart failure , or conditions that required oxygen or hospitalization within @NUMBER mo	has a medical condition that precludes safe pursuit of gardening , i.e. , severe [s2] orthopedic conditions [e2] , pending hip / knee replacement ( within @NUMBER mo . @NUMBER mo . ) , paralysis , dementia , blindness , untreated stage @NUMBER hypertension , or myocardial infarction , congestive heart failure , or conditions that required oxygen or hospitalization within @NUMBER mo	chronic_disease	chronic_disease	2036_0	2036_1	2036.0
NonRel	has a medical condition that precludes safe pursuit of gardening , i.e. , severe [s1] orthopedic conditions [e1] , pending hip / knee replacement ( within @NUMBER mo . @NUMBER mo . ) , paralysis , dementia , blindness , untreated stage @NUMBER hypertension , or myocardial infarction , congestive heart failure , or conditions that required oxygen or hospitalization within @NUMBER mo	has a medical condition that precludes safe pursuit of gardening , i.e. , severe orthopedic conditions , [s2] pending hip / knee replacement [e2] ( within @NUMBER mo . @NUMBER mo . ) , paralysis , dementia , blindness , untreated stage @NUMBER hypertension , or myocardial infarction , congestive heart failure , or conditions that required oxygen or hospitalization within @NUMBER mo	chronic_disease	treatment	2036_1	2036_2	2036.0
NonRel	has a medical condition that precludes safe pursuit of gardening , i.e. , severe orthopedic conditions , pending hip / knee replacement ( within [s1] @NUMBER mo . [e1] @NUMBER mo . ) , paralysis , dementia , blindness , untreated stage @NUMBER hypertension , or myocardial infarction , congestive heart failure , or conditions that required oxygen or hospitalization within @NUMBER mo	has a medical condition that precludes safe pursuit of gardening , i.e. , severe orthopedic conditions , pending hip / knee replacement ( within @NUMBER mo . [s2] @NUMBER mo [e2] . ) , paralysis , dementia , blindness , untreated stage @NUMBER hypertension , or myocardial infarction , congestive heart failure , or conditions that required oxygen or hospitalization within @NUMBER mo	upper_bound	upper_bound	2036_3	2036_4	2036.0
